trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
1997-0217,ÖRGÜT,KIMLIK,D_JENERIKTE_YOK,KB_veto,,YUKSEK,E:\MITAS\Database\ÖRGÜT 1997-0217-1-0000-00-1\1997-0217-1-0000-00-1 ÖRGÜT cikis.png,'Il Sindaco' Copyright 1996 / 'Il Sindaco del Rione Sanità' é edito da EINAUDI (dilim_oneocr.txt satir 193-198),"Giris ve cikis master PNG'lerinde (780x1286 ve 600x8181) okunan TUM metin/isimler Italyanca 'Il Sindaco del Rione Sanità' filmine ait; ÖRGÜT adi, Turkce metin veya bu filme ozgu hicbir kimlik ogesi hicbir frame'de gorulmuyor.",_DURUM.json 'kimlik çelişkisi (KB cross-check)' ve 'cast-örtüşme 0 / yanlış-film şüphesi' diyor — gorsel inceleme bu supheyi DOGRULUYOR: kaynak muhtemelen yanlis video/karisik footage.,,_DURUM.json 'kimlik çelişkisi (KB cross-check)' ve 'cast-örtüşme 0 / yanlış-film şüphesi' diyor — gorsel inceleme bu supheyi DOGRULUYOR: kaynak muhtemelen yanlis video/karisik footage.
1997-0217,ÖRGÜT,CAST,D_JENERIKTE_YOK,cast_cap,"Anthony Quinn, Anna Bonaiuto, Maria Grazia Cucinotta, Raoul Bova, Franco Citti, Romina Mondello, Giuseppe Zarbo, Amedeo Salfa (hepsi yanlis-film adaylari)",ORTA,E:\MITAS\Database\ÖRGÜT 1997-0217-1-0000-00-1\1997-0217-1-0000-00-1 ÖRGÜT giris.png,MARIA GRAZIA CUCINOTTA / RAOUL BOVA / FRANCO CITTI / ROMINA MONDELLO (dilim_oneocr.txt satir 21-28),master PNG'lerde bircok oyuncu adi NET OKUNUR durumda ancak hepsi Italyanca yapima ait; ÖRGÜT filminin gercek oyuncu kadrosuna dair hicbir isim hicbir frame'de yok.,"PDF/manifest cast alanini bos birakmis; bu dogru davranis olabilir cunku okunan isimler ÖRGÜT'e degil baska bir filme ait (yanlis-footage supheli), sistem muhtemelen bu isimleri gecerli KB eslesmesi bulamadigi/yanlis-film oldugu icin elemis.",,"PDF/manifest cast alanini bos birakmis; bu dogru davranis olabilir cunku okunan isimler ÖRGÜT'e degil baska bir filme ait (yanlis-footage supheli), sistem muhtemelen bu isimleri gecerli KB eslesmesi bulamadigi/yanlis-film oldugu icin elemis."
1997-0217,ÖRGÜT,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,E:\MITAS\Database\ÖRGÜT 1997-0217-1-0000-00-1\asr\asr-1bd72f0f\run\subtitle.json,"{""altyazili"": false, ""oran"": 0.0, ""hits"": 0, ""total"": 60, ...} — transcript*.txt veya chlang.json hicbir yerde yok",,"_DURUM.json: asr_status='failed', asr_segments=null, transcript_chars=null. asr/asr-1bd72f0f/run/ klasorunde sadece subtitle.json (altyazi-tespit, transkript degil) ve ham wav var; gercek transkript uretilmemis, ozet bu nedenle uretilememis.",,"_DURUM.json: asr_status='failed', asr_segments=null, transcript_chars=null. asr/asr-1bd72f0f/run/ klasorunde sadece subtitle.json (altyazi-tespit, transkript degil) ve ham wav var; gercek transkript uretilmemis, ozet bu nedenle uretilememis."
1997-0241,PRENSES WONONOKE,YONETMEN,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\PRENSES WONONOKE 1997-0241-1-0000-00-1\giris_reading_master_runaware.png,1 MIIM / 2 MIRANM / 3 MIRAMAX / ... / 24 もののけ姫 (ocr_ham.txt) - yonetmen ibaresi yok,"Giris master ve 10 giris_jenerik karesi (g_0043..g_0182) sadece Miramax/Toho/Studio Ghibli/sponsor kartlari ve baslik kartini (mononoke hime) gosteriyor; yonetmen adi hicbir karede yok. cikis_jenerik havuzu 0 kare (bos), GLM/VL 'empty_pool'/'no_frames' donmus - kapanis jenerigi hic yakalanamamis.",Kapanis jenerigi (cikis_jenerik) hic render edilmemis; yonetmen bilgisi muhtemelen staff-roll'da ama frame havuzu bos oldugundan hic denenmemis.,,Kapanis jenerigi (cikis_jenerik) hic render edilmemis; yonetmen bilgisi muhtemelen staff-roll'da ama frame havuzu bos oldugundan hic denenmemis.
1997-0241,PRENSES WONONOKE,KIMLIK,E_VERI_YOK,,,ORTA,E:\MITAS\Database\PRENSES WONONOKE 1997-0241-1-0000-00-1\frames\giris_jenerik\g_0182.png,transcript_plain.txt satir1-5: 'Eski caglarda bu topraklar yogun ormanlarla kapliydi...Canavarlar yuce orman kralinin sadik hizmetkarlariydi',"Baslik karesi (g_0182) net okunur: もののけ姫 (Mononoke Hime). ASR transkript (transcript_plain.txt) Turkce dublaj ile Ashitaka/Yakul/Jisan/orman krali icerigini dogruluyor, yani film gercekten Prenses Mononoke; ancak kimlik-cape (yonetmen+cast) tamamen bos oldugu icin cast-ortusme kontrolu kurulamamis.",Icerik dogru filme isaret ediyor ama yonetmen/cast eksikligi yuzunden KB cross-check kimlik kurulamadi diyor; veri eksikligi asil neden.,,Icerik dogru filme isaret ediyor ama yonetmen/cast eksikligi yuzunden KB cross-check kimlik kurulamadi diyor; veri eksikligi asil neden.
1997-0241,PRENSES WONONOKE,CAST,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\PRENSES WONONOKE 1997-0241-1-0000-00-1\frames\giris_jenerik\g_0106.png,"jenerik_debug/vl/gemma_kunye.json: {""status"":""no_frames""} - cikis_jenerik pool_dir bos","10 giris_jenerik karesinde (stüdyo kartlari, sponsor, Totoro logosu, acilis anlatimi, baslik) hicbir oyuncu/seslendirme adi yok; cikis_jenerik havuzu 0 kare (bos), kapanis kredileri hic yakalanmamis.","Final PDF/MD 'Oyuncular: —' dogru sekilde bos birakilmis, halusinasyon yok; veri gercekten yok/yakalanamadi.",,"Final PDF/MD 'Oyuncular: —' dogru sekilde bos birakilmis, halusinasyon yok; veri gercekten yok/yakalanamadi."
1997-0241,PRENSES WONONOKE,RENDER,C_OKUNAMAZ,,,YUKSEK,E:\MITAS\Database\PRENSES WONONOKE 1997-0241-1-0000-00-1\frames\giris_jenerik\g_0074.png,ocr_ham.txt satir 35-59: '35 ٢٠٠ / 36 ١١٠٠٠ / 40 ر / 41 جـ / 45 مسـ / 58 حـ / 59 ممحجر' + satir 6-33 Kanji blugu,"Master ve jenerik karelerde metin gercekten Japonca Kanji (東宝, スタジオジブリ作品, もののけ姫) ve bazi satirlarda bozuk Arapca/karisik karakterler (٢٠٠, ١١٠٠٠, مسـ, حـ) goruluyor; OCR motoru gorseli dogru okumus ama Latin/Turkce kunyeye cevrilemiyor.","Latin-disi alfabe (Japonca+bozuk Arapca) gercekten kaynak goruntude var; romanizasyon/insan teyidi gerekiyor, OCR hatasi degil.",,"Latin-disi alfabe (Japonca+bozuk Arapca) gercekten kaynak goruntude var; romanizasyon/insan teyidi gerekiyor, OCR hatasi degil."
1997-0353,KÜÇÜK AYICIK,YONETMEN,A_ELENDI,garble_gate,Paul Ziller,YUKSEK,E:\MITAS\Database\KÜÇÜK AYICIK 1997-0353-1-0000-00-1\master_dilim\giris_reading_master_runaware_p01.png,"master_dilim/dilim_oneocr.txt satir17-18: 'RATN DAVID M. PERLMUTTER LEWIS B. CHESLER D.J. IKE WERK SANDY HOWARD' / 'SWITWANTONY ANDERSONID PAUL ZILLER POO CIRMARY SPARACIO ""CTE PAUL ZILLER'","giris_reading_master_runaware_p01.png icindeki tam jenerik kartinda 'WRITTEN BY ANTONY ANDERSON and PAUL ZILLER ... PRODUCED BY MARY SPARACIO ... DIRECTED BY PAUL ZILLER' satiri net, yuksek cozunurlukte, Latin alfabede okunuyor.","_DURUM.json + _log.jsonl kaniti: canli OCR motoru 0 satir/bucket=HATA/motor=None dondu, LLM preflight FAILED (ollama modeli yok), VL-fallback 'kostu' (crash); yonetmen='OKUNAMADI' kaydedilip final kunyeye hic girmedi; offline master_dilim OCR'i ve gozle okuma ismi acikca veriyor.",,"_DURUM.json + _log.jsonl kaniti: canli OCR motoru 0 satir/bucket=HATA/motor=None dondu, LLM preflight FAILED (ollama modeli yok), VL-fallback 'kostu' (crash); yonetmen='OKUNAMADI' kaydedilip final kunyeye hic girmedi; offline master_dilim OCR'i ve gozle okuma ismi acikca veriyor."
1997-0353,KÜÇÜK AYICIK,KIMLIK,A_ELENDI,KB_veto,Mark of the Bear (calisma adi: Ms. Bear) - Le Monde Entertainment / Chesler-Perlmutter-Blue Bear Production,YUKSEK,E:\MITAS\Database\KÜÇÜK AYICIK 1997-0353-1-0000-00-1\1997-0353-1-0000-00-1 KÜÇÜK AYICIK giris.png,"master_dilim/dilim_oneocr.txt satir10,13: 'A CHESLER/PERLMUTTER-BLUE BEAR PRODUCTION' / '""MS. BEAR""'",frames/giris_jenerik/g_0080.png icinde cocugun elindeki kitapta 'MARK OF THE BEAR' basligi net; g_0172/g_0173.png ve ana giris.png/master'da 'Ms. BEAR' logosu ve 'A CHESLER/PERLMUTTER-BLUE BEAR PRODUCTION' net okunuyor.,"_DURUM.json 'neden': 'kimlik celiskisi (KB cross-check)' ve 'qc_block: kimlik kurulamadi (cast-ortusme<2, web capasi kilitlenemedi)'; canli OCR/LLM crash oldugu icin hicbir isim KB'ye ulasmadi, cast-ortusmesi hesaplanamadi -> yanlis 'kimlik kurulamadi' vetosu, oysa gorsel/ham OCR net.",,"_DURUM.json 'neden': 'kimlik celiskisi (KB cross-check)' ve 'qc_block: kimlik kurulamadi (cast-ortusme<2, web capasi kilitlenemedi)'; canli OCR/LLM crash oldugu icin hicbir isim KB'ye ulasmadi, cast-ortusmesi hesaplanamadi -> yanlis 'kimlik kurulamadi' vetosu, oysa gorsel/ham OCR net."
1997-0353,KÜÇÜK AYICIK,CAST,A_ELENDI,garble_gate,"Ed Begley Jr., Shaun Johnston, Kaitlyn Burke, Natja Jamaan, Kimberley Warnat",YUKSEK,E:\MITAS\Database\KÜÇÜK AYICIK 1997-0353-1-0000-00-1\master_dilim\giris_reading_master_runaware_p01.png,"master_dilim/dilim_oneocr.txt satir12,33-34: 'ED BEGLEY JR. SHAUN JOHNSTON KAITLYN BURKE' / 'SHAUN JOHNSTON' / 'KALYN BORKE'",giris_reading_master_runaware_p01.png tam jenerik kartinda 'ED BEGLEY JR. SHAUN JOHNSTON KAITLYN BURKE' ve altinda 'NATJA JAMAAN KIMBERLEY WARNAT' net; ana giris.png'de ayni isimler ayri kartlarda tekrar okunuyor; master_dilim p02.png'de orman sahnesinde 'SHAUN JOHNSTON' ve 'KAITLYN BORKE' (harf hatali) isim kartlari da var.,"_log.jsonl: 'credit_qc1_red ... yon=BOS, cast=0' ve 'credit_qc1_failed ... cast=0' — canli OCR/LLM hic calismadigi icin cast listesi hic uretilmedi (cast_cap devreye bile girmedi), final PDF 'oyuncu yok' (0) yazdi; isimler goruntude tam ve tekrarli.",,"_log.jsonl: 'credit_qc1_red ... yon=BOS, cast=0' ve 'credit_qc1_failed ... cast=0' — canli OCR/LLM hic calismadigi icin cast listesi hic uretilmedi (cast_cap devreye bile girmedi), final PDF 'oyuncu yok' (0) yazdi; isimler goruntude tam ve tekrarli."
1997-0353,KÜÇÜK AYICIK,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,,"_log.jsonl: 'asr_failed ... 0 segment, 0 karakter ... error: MemoryError: Unable to allocate 337. MiB for an array with shape (88258219,) ...' ve 'ozet_atlandi: transcript yok (ASR atlandi/bos) — ozet uretilmedi.'","Ozet alani gorsel/frame konusu degil; asr klasorunde transcript*.txt dosyasi yok, sadece subtitle.json (altyazi-tespit denemesi, hits=0, oran=0.0) ve ham wav var.","ASR adimi bellek hatasiyla (MemoryError) tamamen crash oldu; transcript hic uretilmedi, bu yuzden ozet de hic uretilmedi (placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)').",,"ASR adimi bellek hatasiyla (MemoryError) tamamen crash oldu; transcript hic uretilmedi, bu yuzden ozet de hic uretilmedi (placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)')."
1997-0411,OMAGGIO A CARUSO,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,,,"Kunye onizleme PDF: 'OZET' kutusunda sadece placeholder metni goruluyor, gercek ozet yok.","ASR transcript.txt tamamen bos (1 satir bos); chlang.json confidence 0.528 dil=nn (belirsiz/net konusma yok); asr_status=partial, transcript_chars=0. Kunye teslim.md'de ozet alani placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)'. Ayrica bu klasordeki tum icerik (OCR+gorsel) OMAGGIO A CARUSO degil, Ugetsu Monogatari (1953, Mizoguchi) filmine ait - kaynak dosya/klasor eslesmesi hatali oldugundan",,"ASR transcript.txt tamamen bos (1 satir bos); chlang.json confidence 0.528 dil=nn (belirsiz/net konusma yok); asr_status=partial, transcript_chars=0. Kunye teslim.md'de ozet alani placeholder: '(OZET AYRI BIR ADIMDA URETILECEKTIR.)'. Ayrica bu klasordeki tum icerik (OCR+gorsel) OMAGGIO A CARUSO degil, Ugetsu Monogatari (1953, Mizoguchi) filmine ait - kaynak dosya/klasor eslesmesi hatali oldugundan"
1997-0411,OMAGGIO A CARUSO,RENDER,C_OKUNAMAZ,,UGETSU MONOGATARI / KENJI MIZOGUCHI,YUKSEK,E:\MITAS\Database\OMAGGIO A CARUSO 1997-0411-1-0000-00-1\giris_reading_master_runaware.png,"48	大映株式會社製作 (ocr_ham.txt satir 48, Kanji) + 3	UGETSU MONOGATARI (kunye.txt)","giris_reading_master_runaware.png'de ust 6 kart net okunur Latin/Ingilizce jenerik metni (film adi, yonetmen, oyuncular); devaminda uzun Kanji/CJK bloklari dusuk cozunurluk ve bulanikliktan dolayi buyuk olcude okunamaz durumda.","Master PNG (297 frame'den derlenen 22 kart) fiilen acildi: ust kartlarda net Latin alfabesiyle 'UGETSU MONOGATARI / Directed by KENJI MIZOGUCHI' okunuyor, alt taraftaki genis blok dusuk-cozunurluklu/bozuk Kanji-CJK karakter dizileri (onlarca satir) iceriyor - bu CJK icerik hem gorselde hem ham OCR'da (dilim_oneocr.txt) mevcut ama okunamaz/bozuk seviyede; ayrica butun jenerik icerigi OMAGGIO A CARU",,"Master PNG (297 frame'den derlenen 22 kart) fiilen acildi: ust kartlarda net Latin alfabesiyle 'UGETSU MONOGATARI / Directed by KENJI MIZOGUCHI' okunuyor, alt taraftaki genis blok dusuk-cozunurluklu/bozuk Kanji-CJK karakter dizileri (onlarca satir) iceriyor - bu CJK icerik hem gorselde hem ham OCR'da (dilim_oneocr.txt) mevcut ama okunamaz/bozuk seviyede; ayrica butun jenerik icerigi OMAGGIO A CARU"
1997-0411,OMAGGIO A CARUSO,KIMLIK,D_JENERIKTE_YOK,,"Machiko Kyo, Masayuki Mori, Kinuyo Tanaka, Sakas Ozawa, Mitsuko Mito",DUSUK,E:\MITAS\Database\OMAGGIO A CARUSO 1997-0411-1-0000-00-1\pdf\kunye_onizleme.png,"otorite_audit.kb_floor_added: ['Eitarô Ozawa','Sugisaku Aoyama','Mitsusaburô Ramon','Ryôsuke Kagawa']","Kunye onizleme PDF'de afis 'UGETSU' Ingilizce afisi olarak goruluyor, film basligi 'OMAGGIO A CARUSO' ile uyusmuyor - klasor/kaynak dosya karismis olabilir.","KIMLIK bu talepte incelenecek alan olarak belirtilmedi ama _DURUM.json'da 'CAST_CAP_DUSEN' hafif uyarisi var; final PDF'teki kadro (Machiko Kyo, Masayuki Mori, Kinuyo Tanaka vb.) OMAGGIO A CARUSO filminin degil Ugetsu Monogatari'nin kadrosu - kok neden dosya/klasor karisikligi, cast okunurlugu degil.",,"KIMLIK bu talepte incelenecek alan olarak belirtilmedi ama _DURUM.json'da 'CAST_CAP_DUSEN' hafif uyarisi var; final PDF'teki kadro (Machiko Kyo, Masayuki Mori, Kinuyo Tanaka vb.) OMAGGIO A CARUSO filminin degil Ugetsu Monogatari'nin kadrosu - kok neden dosya/klasor karisikligi, cast okunurlugu degil."
1997-0421,HAYAT BİR ŞARKIDIR,CAST,A_ELENDI,cast_cap,"AGNES JAOUI, JEAN-PIERRE BACRI",YUKSEK,E:\MITAS\Database\HAYAT BİR ŞARKIDIR 1997-0421-1-0000-00-1\1997-0421-1-0000-00-1 HAYAT BİR ŞARKIDIR giris.png,"ocr/ocr-3eb735b7/ocr_ham.txt satir 10-11: 'AGNES JAOUI' / 'JEAN-PIERRE BACRI' (ecrit par altinda); master_dilim/dilim_oneocr.txt satir 7-8 ve 18,21,23 (avec bolumunde tekrar gorunur)","Master giris PNG'sinde 'AGNES JAOUI' ve 'JEAN-PIERRE BACRI' (ecrit par / avec bolumunde tekrar), 'ALAIN RESNAIS', 'PIERRE ARDITI', 'SABINE AZEMA', 'ANDRE DUSSOLLIER', 'LAMBERT WILSON', 'JANE BIRKIN', 'JEAN-PAUL ROUSSILLON' tamamen net, buyuk harf Latin alfabesiyle okunur; master_dilim/giris_reading_master_runaware_p01.png ayni isimleri karikatur-illustrasyon esliginde dogruluyor.","otorite_audit.ocr_dropped=['Jean-Pierre Bacri','Agnès Jaoui'] ve route.neden='qc_block: CAST_CAP_DUSEN: cap-ustu okunan 3041 oyuncu dustu'; final pdf/kunye_teslim.md Oyuncular listesinde bu iki isim YOK (sadece 10 kisilik cap: Arditi, Azema, Dussollier, Wilson, Birkin, Roussillon, Borgeaud, Meyrand, Burger, Becaud) -- OCR/gorsel dogru okumus, cast-cap limiti (10 sinirlandirma) nedeniyle final list",,"otorite_audit.ocr_dropped=['Jean-Pierre Bacri','Agnès Jaoui'] ve route.neden='qc_block: CAST_CAP_DUSEN: cap-ustu okunan 3041 oyuncu dustu'; final pdf/kunye_teslim.md Oyuncular listesinde bu iki isim YOK (sadece 10 kisilik cap: Arditi, Azema, Dussollier, Wilson, Birkin, Roussillon, Borgeaud, Meyrand, Burger, Becaud) -- OCR/gorsel dogru okumus, cast-cap limiti (10 sinirlandirma) nedeniyle final list"
1998-0312,KARA GÜNLER,YONETMEN,A_ELENDI,lexicon_anchor_misparse,NIKOLAUS LEYTNER,YUKSEK,E:\MITAS\Database\KARA GÜNLER 1998-0312-1-0000-00-1\frames\giris_jenerik\g_0225.png,"master_dilim/dilim_oneocr.txt satir19-20: 'Regie' + hemen ust satirlarda 'NIKOLAUS LEYTNER' (Buch baglaminda); ocr_ham.txt satir20-21: 'Regie / Redie' (Regie etiketi bozuk tekrarlanmis, isim bu noktada YOK, cunku OCR ayni ismi 2 kez -Buch ve Regie- yakalayamamis, sadece 1 kez yakalamis)","g_0225.png karesinde 'Regie' etiketi altinda 'NIKOLAUS LEYTNER' net, okunur biçimde beyaz italik yazi ile gorunuyor (g_0228.png ayni yaziyi solmus/fade halde tekrarliyor). g_0209.png'de ayni kisi 'Buch' (senarist) rolunde de aciyor.","credit_text.candidate_read OCR'dan 'DOMINIQUE ROULET'i (aslinda senaryo yazari) yonetmen sanmis; KB dogru yonetmeni 'Nikolaus Leytner' olarak bulmus ama fuzzy.candidate_dropped asamasinda 'OCR yönetmen KB ile eşleşmedi' gerekcesiyle (deferans kurali: KB-fill atlandi) reddedilmis, final alan '—' kalmis.",,"credit_text.candidate_read OCR'dan 'DOMINIQUE ROULET'i (aslinda senaryo yazari) yonetmen sanmis; KB dogru yonetmeni 'Nikolaus Leytner' olarak bulmus ama fuzzy.candidate_dropped asamasinda 'OCR yönetmen KB ile eşleşmedi' gerekcesiyle (deferans kurali: KB-fill atlandi) reddedilmis, final alan '—' kalmis."
1998-0312,KARA GÜNLER,YONETMEN,A_ELENDI,deferans,NIKOLAUS LEYTNER,YUKSEK,E:\MITAS\Database\KARA GÜNLER 1998-0312-1-0000-00-1\frames\giris_jenerik\g_0225.png,"debug_trace/trace.jsonl: 'fuzzy.candidate_dropped' -> before=['DOMINIQUE ROULET'], after=[], reason='okunamadı (OCR yönetmen KB ile eşleşmedi; zorlanmadı)'",,"[Ikinci drop_stage etiketi ayni bulgunun deferans bileseni] kb.external_lookup: otoriter_yonetmen=['Nikolaus Leytner'] dogru tespit edilmis (verdict=ÇELİŞKİ), ama credit_validate.qc_decision OCR-okunan 'DOMINIQUE ROULET'i 'DOGRULANAMADI/DUSUK' olarak isaretlemis ve KB'nin dogru onerisi OCR'da yok diye enjekte edilmemis.",,"[Ikinci drop_stage etiketi ayni bulgunun deferans bileseni] kb.external_lookup: otoriter_yonetmen=['Nikolaus Leytner'] dogru tespit edilmis (verdict=ÇELİŞKİ), ama credit_validate.qc_decision OCR-okunan 'DOMINIQUE ROULET'i 'DOGRULANAMADI/DUSUK' olarak isaretlemis ve KB'nin dogru onerisi OCR'da yok diye enjekte edilmemis."
1998-0312,KARA GÜNLER,KIMLIK,B_OCR_OKUYAMADI,,"STEPHANE BONNET, BERNHARD SCHIR, MICHAELA MAZAC, MICHAELA ROSEN, GÖTZ KAUFFMANN, FLORENTIN GROLL, LOTTE LEDL, MAX LINDER",ORTA,E:\MITAS\Database\KARA GÜNLER 1998-0312-1-0000-00-1\frames\giris_jenerik\g_0202.png,"kunye.txt (ocr) satir3-12: 'STEPHANE BONNET / BERNHARD SCHIR / MICHAELA MAZAC / MICHAELA ROSEN / GÖTZ KAUFFMANN / MICHAELA RC / FLORENTIN GROLL / LOTTE LEDL' - cast frame ve OCR'da buyuk olcude eslesiyor, KB cast_ortusme=6/8, fuzzy_cast_overlap=7","g_0186 (STEPHANE BONNET), g_0193 (BERNHARD SCHIR/MICHAELA MAZAC), g_0202 (MICHAELA ROSEN/GÖTZ KAUFFMANN - GÖTZ satiri kirpik 'GÖTZ KAUFFM' gorunuyor ama okunur), g_0209 (NIKOLAUS LEYTNER/MAX LINDER) karelerinde 8 isimden 7'si net okunur; final teslimde 7 isim var (MICHAELA MAZAC KB'de teyit edilemedigi icin dusurulmus).","Asil KIMLIK celiskisi cast eksikliginden degil, YONETMEN eksikliginden kaynaklaniyor: trace'te kimlik_dogru=true, cast_ortusme=6-7 iken route.agir metni 'cast-örtüşmesi 0' diyor (rapor metni ile trace verisi tutarsiz); dosya KONTROL'e yonetmen-celiskisi (verdict=ÇELİŞKİ) yuzunden dusmus, cast'in kendisi byuk olcude okunmus ve teslim edilmis durumda.",,"Asil KIMLIK celiskisi cast eksikliginden degil, YONETMEN eksikliginden kaynaklaniyor: trace'te kimlik_dogru=true, cast_ortusme=6-7 iken route.agir metni 'cast-örtüşmesi 0' diyor (rapor metni ile trace verisi tutarsiz); dosya KONTROL'e yonetmen-celiskisi (verdict=ÇELİŞKİ) yuzunden dusmus, cast'in kendisi byuk olcude okunmus ve teslim edilmis durumda."
1998-0401,BLACKJACK,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,E:\MITAS\Database\BLACKJACK 1998-0401-1-0000-00-1\pdf\kunye_onizleme.png,"asr/asr-7e421c3c/run/subtitle.json: {""altyazili"": false, ""oran"": 0.0, ""hits"": 0, ""total"": 60, ""guven"": ""yüksek""}",kunye_onizleme.png ÖZET kutusunda gerçek özet metni yerine '(ÖZET AYRI BİR ADIMDA ÜRETİLECEKTİR.)' placeholder yazıyor; bu netçe okunur ama içerik değil.,"asr klasöründe transcript*.txt veya chlang.json hiç yok, sadece subtitle.json (altyazı-var-mı tespiti) mevcut; _DURUM.json'da asr_status='failed', asr_segments=null, transcript_chars=null. Özet üretim adımı hiç çalışmamış (trace_summary.md: 'ozet yok/kısa (5k — gerçek özet üretilmemiş)', v4.stage_completed ozet_kelime=5 = placeholder cümlenin kelime sayısı).",,"asr klasöründe transcript*.txt veya chlang.json hiç yok, sadece subtitle.json (altyazı-var-mı tespiti) mevcut; _DURUM.json'da asr_status='failed', asr_segments=null, transcript_chars=null. Özet üretim adımı hiç çalışmamış (trace_summary.md: 'ozet yok/kısa (5k — gerçek özet üretilmemiş)', v4.stage_completed ozet_kelime=5 = placeholder cümlenin kelime sayısı)."
1998-0464,ELMA,YONETMEN,A_ELENDI,garble_gate,Samira Makhmalbaf (سمیرا مخملباف),YUKSEK,E:\MITAS\Database\ELMA 1998-0464-1-0000-90-1\master_dilim\reading_master_runaware_p01.png,"master_dilim/dilim_oneocr.txt satır214-216: 'كاوكردان / سمىرا مخملياف' (bozuk OCR, 'kargardan/Samira Makhmalbaf' karşılığı)","reading_master_runaware_p01.png ilk blokta beyaz Farsça yazı NET okunuyor: sağda etiket 'کارگردان' (Yönetmen), solda isim 'سمیرا مخملباف' (Samira Makhmalbaf); ayrıca frames/cikis_jenerik/c_0480.png civarında aynı sahne canlı görülüyor.",Birincil OCR motoru (ocr-02c78187) Farsça/Arap alfabesini okuyamayıp bucket=HATA/ocr_metni_yok döndürdü; credit_text/QC1/VL zinciri hep boş kaldı. KB cross-check (trace_summary.md) harici olarak doğru yönetmeni bulmuş (otoriter_yonetmen: Samira Makhmalbaf) ama cast_ortusme=0 nedeniyle 'kimlik çelişkisi' ilan edilip veri kullanılmadı; final kunye_teslim.md Yönetmen: — bıraktı.,,Birincil OCR motoru (ocr-02c78187) Farsça/Arap alfabesini okuyamayıp bucket=HATA/ocr_metni_yok döndürdü; credit_text/QC1/VL zinciri hep boş kaldı. KB cross-check (trace_summary.md) harici olarak doğru yönetmeni bulmuş (otoriter_yonetmen: Samira Makhmalbaf) ama cast_ortusme=0 nedeniyle 'kimlik çelişkisi' ilan edilip veri kullanılmadı; final kunye_teslim.md Yönetmen: — bıraktı.
